|wrapperType|kind|artistId|collectionId|trackId|artistName|collectionName|trackName|collectionCensoredName|trackCensoredName|collectionArtistId|collectionArtistName|artistViewUrl|collectionViewUrl|trackViewUrl|previewUrl|artworkUrl30|artworkUrl60|artworkUrl100|collectionPrice|trackPrice|releaseDate|collectionExplicitness|trackExplicitness|discCount|discNumber|trackCount|trackNumber|trackTimeMillis|country|currency|primaryGenreName|isStreamable|collectionArtistViewUrl
96|track|song|7420827|1440762051|1440762067|Ludovico Einaudi|Una Mattina|Leo|Una Mattina|Leo|||https://music.apple.com/us/artist/ludovico-einaudi/7420827?uo=4|https://music.apple.com/us/album/leo/1440762051?i=1440762067&uo=4|https://music.apple.com/us/album/leo/1440762051?i=1440762067&uo=4|https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/ee/33/ee/ee33ee46-b39e-16d6-f62c-9a0be6cc0c42/mzaf_11560427776917944257.plus.aac.p.m4a|https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/ea/44/86/ea448600-257f-670f-7f06-332e02b42abc/06UMGIM59381.rgb.jpg/30x30bb.jpg|https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/ea/44/86/ea448600-257f-670f-7f06-332e02b42abc/06UMGIM59381.rgb.jpg/60x60bb.jpg|https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/ea/44/86/ea448600-257f-670f-7f06-332e02b42abc/06UMGIM59381.rgb.jpg/100x100bb.jpg|11.99|1.29|2004-01-01T12:00:00Z|notExplicit|notExplicit|1|1|13|4|309307|USA|USD|Classical|True|
97|track|song|7420827|1589791548|1589791557|Ludovico Einaudi|Underwater (Video Edition)|Almost June|Underwater (Video Edition)|Almost June|||https://music.apple.com/us/artist/ludovico-einaudi/7420827?uo=4|https://music.apple.com/us/album/almost-june/1589791548?i=1589791557&uo=4|https://music.apple.com/us/album/almost-june/1589791548?i=1589791557&uo=4|https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview112/v4/81/0f/52/810f528a-317f-b127-1074-22dc83d5313d/mzaf_9038754146018424852.plus.aac.p.m4a|https://is4-ssl.mzstatic.com/image/thumb/Music125/v4/57/8f/7a/578f7a73-7f9c-4a27-eeef-918cc78d7fb2/21UMGIM81023.rgb.jpg/30x30bb.jpg|https://is4-ssl.mzstatic.com/image/thumb/Music125/v4/57/8f/7a/578f7a73-7f9c-4a27-eeef-918cc78d7fb2/21UMGIM81023.rgb.jpg/60x60bb.jpg|https://is4-ssl.mzstatic.com/image/thumb/Music125/v4/57/8f/7a/578f7a73-7f9c-4a27-eeef-918cc78d7fb2/21UMGIM81023.rgb.jpg/100x100bb.jpg|11.99|1.29|2022-01-21T12:00:00Z|notExplicit|notExplicit|1|1|12|6|173576|USA|USD|Classical Crossover|True|
98|track|song|7420827|1482345109|1482346059|Ludovico Einaudi|Seven Days Walking|Day 7: Low Mist Var. 1|Seven Days Walking|Day 7: Low Mist Var. 1|||https://music.apple.com/us/artist/ludovico-einaudi/7420827?uo=4|https://music.apple.com/us/album/day-7-low-mist-var-1/1482345109?i=1482346059&uo=4|https://music.apple.com/us/album/day-7-low-mist-var-1/1482345109?i=1482346059&uo=4|https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/32/11/72/321172a8-f1df-f506-74ae-a4e0dcbac3c6/mzaf_14097467556675027910.plus.aac.p.m4a|https://is4-ssl.mzstatic.com/image/thumb/Music125/v4/fd/b2/e4/fdb2e401-eb45-3c6b-c9ac-4ab21d5b6dc7/19UMGIM83311.rgb.jpg/30x30bb.jpg|https://is4-ssl.mzstatic.com/image/thumb/Music125/v4/fd/b2/e4/fdb2e401-eb45-3c6b-c9ac-4ab21d5b6dc7/19UMGIM83311.rgb.jpg/60x60bb.jpg|https://is4-ssl.mzstatic.com/image/thumb/Music125/v4/fd/b2/e4/fdb2e401-eb45-3c6b-c9ac-4ab21d5b6dc7/19UMGIM83311.rgb.jpg/100x100bb.jpg|49.99|1.29|2019-09-20T12:00:00Z|notExplicit|notExplicit|7|7|12|7|132280|USA|USD|Classical|True|
99|track|song|7420827|1482345109|1482346075|Ludovico Einaudi|Seven Days Walking|Day 7: Campfire Var. 2|Seven Days Walking|Day 7: Campfire Var. 2|||https://music.apple.com/us/artist/ludovico-einaudi/7420827?uo=4|https://music.apple.com/us/album/day-7-campfire-var-2/1482345109?i=1482346075&uo=4|https://music.apple.com/us/album/day-7-campfire-var-2/1482345109?i=1482346075&uo=4|https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/16/db/b9/16dbb9d9-c8f4-397a-7a6d-acc6cc0bdebc/mzaf_12088833016549258912.plus.aac.p.m4a|https://is4-ssl.mzstatic.com/image/thumb/Music125/v4/fd/b2/e4/fdb2e401-eb45-3c6b-c9ac-4ab21d5b6dc7/19UMGIM83311.rgb.jpg/30x30bb.jpg|https://is4-ssl.mzstatic.com/image/thumb/Music125/v4/fd/b2/e4/fdb2e401-eb45-3c6b-c9ac-4ab21d5b6dc7/19UMGIM83311.rgb.jpg/60x60bb.jpg|https://is4-ssl.mzstatic.com/image/thumb/Music125/v4/fd/b2/e4/fdb2e401-eb45-3c6b-c9ac-4ab21d5b6dc7/19UMGIM83311.rgb.jpg/100x100bb.jpg|49.99|1.29|2019-09-20T12:00:00Z|notExplicit|notExplicit|7|7|12|12|216387|USA|USD|Classical|True|
100|track|song|7420827|1442640384|1442640897|Ludovico Einaudi & I Virtuosi Italiani|In a Time Lapse (The Remixes)|Experience|In a Time Lapse (The Remixes)|Experience (Starkey Remix)||Ludovico Einaudi|https://music.apple.com/us/artist/ludovico-einaudi/7420827?uo=4|https://music.apple.com/us/album/experience-starkey-remix/1442640384?i=1442640897&uo=4|https://music.apple.com/us/album/experience-starkey-remix/1442640384?i=1442640897&uo=4|https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/01/fe/61/01fe616e-71b0-d080-5bab-d981e602ccbc/mzaf_11949637578370464058.plus.aac.p.m4a|https://is5-ssl.mzstatic.com/image/thumb/Music125/v4/8d/f2/d7/8df2d7e2-9493-c644-1125-4d2d3bd9c9fb/13UAAIM79794.rgb.jpg/30x30bb.jpg|https://is5-ssl.mzstatic.com/image/thumb/Music125/v4/8d/f2/d7/8df2d7e2-9493-c644-1125-4d2d3bd9c9fb/13UAAIM79794.rgb.jpg/60x60bb.jpg|https://is5-ssl.mzstatic.com/image/thumb/Music125/v4/8d/f2/d7/8df2d7e2-9493-c644-1125-4d2d3bd9c9fb/13UAAIM79794.rgb.jpg/100x100bb.jpg|6.99|1.29|2013-01-01T12:00:00Z|notExplicit|notExplicit|1|1|7|3|342770|USA|USD|Electronic|True|
101|track|song|7420827|1440762051|1440762323|Ludovico Einaudi|Una Mattina|Ancora|Una Mattina|Ancora|||https://music.apple.com/us/artist/ludovico-einaudi/7420827?uo=4|https://music.apple.com/us/album/ancora/1440762051?i=1440762323&uo=4|https://music.apple.com/us/album/ancora/1440762051?i=1440762323&uo=4|https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/a0/bb/8e/a0bb8e15-ca4e-7890-4dd5-42dd83a1d49b/mzaf_13327796687807580479.plus.aac.p.m4a|https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/ea/44/86/ea448600-257f-670f-7f06-332e02b42abc/06UMGIM59381.rgb.jpg/30x30bb.jpg|https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/ea/44/86/ea448600-257f-670f-7f06-332e02b42abc/06UMGIM59381.rgb.jpg/60x60bb.jpg|https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/ea/44/86/ea448600-257f-670f-7f06-332e02b42abc/06UMGIM59381.rgb.jpg/100x100bb.jpg|11.99|-1.0|2004-01-01T12:00:00Z|notExplicit|notExplicit|1|1|13|13|729627|USA|USD|Classical|True|
102|track|song|7420827|1482345109|1482346062|Ludovico Einaudi|Seven Days Walking|Day 7: Birdsong|Seven Days Walking|Day 7: Birdsong|||https://music.apple.com/us/artist/ludovico-einaudi/7420827?uo=4|https://music.apple.com/us/album/day-7-birdsong/1482345109?i=1482346062&uo=4|https://music.apple.com/us/album/day-7-birdsong/1482345109?i=1482346062&uo=4|https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/38/ce/cb/38cecb37-26af-94d1-b17a-cbe63d4e5242/mzaf_922844004933489524.plus.aac.p.m4a|https://is4-ssl.mzstatic.com/image/thumb/Music125/v4/fd/b2/e4/fdb2e401-eb45-3c6b-c9ac-4ab21d5b6dc7/19UMGIM83311.rgb.jpg/30x30bb.jpg|https://is4-ssl.mzstatic.com/image/thumb/Music125/v4/fd/b2/e4/fdb2e401-eb45-3c6b-c9ac-4ab21d5b6dc7/19UMGIM83311.rgb.jpg/60x60bb.jpg|https://is4-ssl.mzstatic.com/image/thumb/Music125/v4/fd/b2/e4/fdb2e401-eb45-3c6b-c9ac-4ab21d5b6dc7/19UMGIM83311.rgb.jpg/100x100bb.jpg|49.99|1.29|2019-09-20T12:00:00Z|notExplicit|notExplicit|7|7|12|9|293173|USA|USD|Classical|True|
103|track|song|7420827|1440749051|1440750881|Ludovico Einaudi|Islands - Essential Einaudi|Andare|Islands - Essential Einaudi|Andare|||https://music.apple.com/us/artist/ludovico-einaudi/7420827?uo=4|https://music.apple.com/us/album/andare/1440749051?i=1440750881&uo=4|https://music.apple.com/us/album/andare/1440749051?i=1440750881&uo=4|https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/60/2f/de/602fde29-08fc-abba-14c3-a1f002a5c474/mzaf_2457775281161332390.plus.aac.p.m4a|https://is5-ssl.mzstatic.com/image/thumb/Music125/v4/a6/1a/26/a61a26b7-b37f-f98d-c81a-102daee8cebc/11UMGIM13933.rgb.jpg/30x30bb.jpg|https://is5-ssl.mzstatic.com/image/thumb/Music125/v4/a6/1a/26/a61a26b7-b37f-f98d-c81a-102daee8cebc/11UMGIM13933.rgb.jpg/60x60bb.jpg|https://is5-ssl.mzstatic.com/image/thumb/Music125/v4/a6/1a/26/a61a26b7-b37f-f98d-c81a-102daee8cebc/11UMGIM13933.rgb.jpg/100x100bb.jpg|11.99|1.29|2006-01-01T12:00:00Z|notExplicit|notExplicit|1|1|27|23|417587|USA|USD|Classical|True|
104|track|song|7420827|1440749051|1440750529|Ludovico Einaudi|Islands - Essential Einaudi|Monday|Islands - Essential Einaudi|Monday|||https://music.apple.com/us/artist/ludovico-einaudi/7420827?uo=4|https://music.apple.com/us/album/monday/1440749051?i=1440750529&uo=4|https://music.apple.com/us/album/monday/1440749051?i=1440750529&uo=4|https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/99/2e/35/992e35f2-2f19-4782-5229-8b1887151ab3/mzaf_5687738212051753297.plus.aac.p.m4a|https://is5-ssl.mzstatic.com/image/thumb/Music125/v4/a6/1a/26/a61a26b7-b37f-f98d-c81a-102daee8cebc/11UMGIM13933.rgb.jpg/30x30bb.jpg|https://is5-ssl.mzstatic.com/image/thumb/Music125/v4/a6/1a/26/a61a26b7-b37f-f98d-c81a-102daee8cebc/11UMGIM13933.rgb.jpg/60x60bb.jpg|https://is5-ssl.mzstatic.com/image/thumb/Music125/v4/a6/1a/26/a61a26b7-b37f-f98d-c81a-102daee8cebc/11UMGIM13933.rgb.jpg/100x100bb.jpg|11.99|1.29|2006-01-01T12:00:00Z|notExplicit|notExplicit|1|1|27|19|355000|USA|USD|Classical|True|
105|track|song|7420827|1440749051|1440750545|Ludovico Einaudi|Islands - Essential Einaudi|Ancora|Islands - Essential Einaudi|Ancora|||https://music.apple.com/us/artist/ludovico-einaudi/7420827?uo=4|https://music.apple.com/us/album/ancora/1440749051?i=1440750545&uo=4|https://music.apple.com/us/album/ancora/1440749051?i=1440750545&uo=4|https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/79/6c/b5/796cb5ee-30c5-7ff6-4a85-3219b9c0d0f4/mzaf_9925788440984752142.plus.aac.p.m4a|https://is5-ssl.mzstatic.com/image/thumb/Music125/v4/a6/1a/26/a61a26b7-b37f-f98d-c81a-102daee8cebc/11UMGIM13933.rgb.jpg/30x30bb.jpg|https://is5-ssl.mzstatic.com/image/thumb/Music125/v4/a6/1a/26/a61a26b7-b37f-f98d-c81a-102daee8cebc/11UMGIM13933.rgb.jpg/60x60bb.jpg|https://is5-ssl.mzstatic.com/image/thumb/Music125/v4/a6/1a/26/a61a26b7-b37f-f98d-c81a-102daee8cebc/11UMGIM13933.rgb.jpg/100x100bb.jpg|11.99|-1.0|2004-01-01T12:00:00Z|notExplicit|notExplicit|1|1|27|22|729467|USA|USD|Classical|True|
106|track|song|7420827|1589791548|1589791562|Ludovico Einaudi|Underwater (Video Edition)|Nobody Knows|Underwater (Video Edition)|Nobody Knows|||https://music.apple.com/us/artist/ludovico-einaudi/7420827?uo=4|https://music.apple.com/us/album/nobody-knows/1589791548?i=1589791562&uo=4|https://music.apple.com/us/album/nobody-knows/1589791548?i=1589791562&uo=4|https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview122/v4/42/0c/19/420c194c-e06c-07f8-7c07-fbbb6a25fc4d/mzaf_18065554418369758989.plus.aac.p.m4a|https://is4-ssl.mzstatic.com/image/thumb/Music125/v4/57/8f/7a/578f7a73-7f9c-4a27-eeef-918cc78d7fb2/21UMGIM81023.rgb.jpg/30x30bb.jpg|https://is4-ssl.mzstatic.com/image/thumb/Music125/v4/57/8f/7a/578f7a73-7f9c-4a27-eeef-918cc78d7fb2/21UMGIM81023.rgb.jpg/60x60bb.jpg|https://is4-ssl.mzstatic.com/image/thumb/Music125/v4/57/8f/7a/578f7a73-7f9c-4a27-eeef-918cc78d7fb2/21UMGIM81023.rgb.jpg/100x100bb.jpg|11.99|1.29|2022-01-21T12:00:00Z|notExplicit|notExplicit|1|1|12|11|198089|USA|USD|Classical Crossover|True|
107|track|song|7420827|1458865831|1458865839|Ludovico Einaudi, Federico Mecozzi & Redi Hasa|Seven Days Walking: Day 5|Day 5: Ascent|Seven Days Walking: Day 5|Day 5: Ascent||Ludovico Einaudi|https://music.apple.com/us/artist/ludovico-einaudi/7420827?uo=4|https://music.apple.com/us/album/day-5-ascent/1458865831?i=1458865839&uo=4|https://music.apple.com/us/album/day-5-ascent/1458865831?i=1458865839&uo=4|https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/31/ab/aa/31abaabe-d636-5250-a388-42f5467d9899/mzaf_10632594974481119503.plus.aac.p.m4a|https://is1-ssl.mzstatic.com/image/thumb/Music113/v4/eb/50/1f/eb501f90-0bc4-4aec-80fb-e4dcbe5df762/00028948181476.rgb.jpg/30x30bb.jpg|https://is1-ssl.mzstatic.com/image/thumb/Music113/v4/eb/50/1f/eb501f90-0bc4-4aec-80fb-e4dcbe5df762/00028948181476.rgb.jpg/60x60bb.jpg|https://is1-ssl.mzstatic.com/image/thumb/Music113/v4/eb/50/1f/eb501f90-0bc4-4aec-80fb-e4dcbe5df762/00028948181476.rgb.jpg/100x100bb.jpg|||2019-07-19T12:00:00Z|notExplicit|notExplicit|1|1|11|1|347533|USA|USD|Classical|True|
108|track|song|7420827|1589791548|1589791551|Ludovico Einaudi|Underwater (Video Edition)|Indian Yellow|Underwater (Video Edition)|Indian Yellow|||https://music.apple.com/us/artist/ludovico-einaudi/7420827?uo=4|https://music.apple.com/us/album/indian-yellow/1589791548?i=1589791551&uo=4|https://music.apple.com/us/album/indian-yellow/1589791548?i=1589791551&uo=4|https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview112/v4/87/21/30/8721302f-628c-6e0e-9ef2-ea24cb698d70/mzaf_12674697908573708802.plus.aac.p.m4a|https://is4-ssl.mzstatic.com/image/thumb/Music125/v4/57/8f/7a/578f7a73-7f9c-4a27-eeef-918cc78d7fb2/21UMGIM81023.rgb.jpg/30x30bb.jpg|https://is4-ssl.mzstatic.com/image/thumb/Music125/v4/57/8f/7a/578f7a73-7f9c-4a27-eeef-918cc78d7fb2/21UMGIM81023.rgb.jpg/60x60bb.jpg|https://is4-ssl.mzstatic.com/image/thumb/Music125/v4/57/8f/7a/578f7a73-7f9c-4a27-eeef-918cc78d7fb2/21UMGIM81023.rgb.jpg/100x100bb.jpg|11.99|1.29|2022-01-21T12:00:00Z|notExplicit|notExplicit|1|1|12|3|194790|USA|USD|Classical Crossover|True|
109|track|song|7420827|1440762051|1440762221|Ludovico Einaudi|Una Mattina|Dolce Droga|Una Mattina|Dolce Droga|||https://music.apple.com/us/artist/ludovico-einaudi/7420827?uo=4|https://music.apple.com/us/album/dolce-droga/1440762051?i=1440762221&uo=4|https://music.apple.com/us/album/dolce-droga/1440762051?i=1440762221&uo=4|https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/8a/07/7c/8a077cbc-a719-8af4-5b17-ff8c58663f74/mzaf_6550514965049988527.plus.aac.p.m4a|https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/ea/44/86/ea448600-257f-670f-7f06-332e02b42abc/06UMGIM59381.rgb.jpg/30x30bb.jpg|https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/ea/44/86/ea448600-257f-670f-7f06-332e02b42abc/06UMGIM59381.rgb.jpg/60x60bb.jpg|https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/ea/44/86/ea448600-257f-670f-7f06-332e02b42abc/06UMGIM59381.rgb.jpg/100x100bb.jpg|11.99|1.29|2004-01-01T12:00:00Z|notExplicit|notExplicit|1|1|13|6|217627|USA|USD|Classical|True|
110|track|song|7420827|1559739125|1559739697|Ludovico Einaudi & Czech National Symphony Orchestra|Cinema|White Night|Cinema|White Night||Ludovico Einaudi|https://music.apple.com/us/artist/ludovico-einaudi/7420827?uo=4|https://music.apple.com/us/album/white-night/1559739125?i=1559739697&uo=4|https://music.apple.com/us/album/white-night/1559739125?i=1559739697&uo=4|https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview112/v4/ce/0b/c9/ce0bc918-ce29-9bda-9e4f-0be7ae82241d/mzaf_885413071826089269.plus.aac.p.m4a|https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/64/dd/03/64dd030b-9425-2a06-5c01-d95fd1a56fc8/21UMGIM16975.rgb.jpg/30x30bb.jpg|https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/64/dd/03/64dd030b-9425-2a06-5c01-d95fd1a56fc8/21UMGIM16975.rgb.jpg/60x60bb.jpg|https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/64/dd/03/64dd030b-9425-2a06-5c01-d95fd1a56fc8/21UMGIM16975.rgb.jpg/100x100bb.jpg|16.99|1.29|2004-01-01T12:00:00Z|notExplicit|notExplicit|1|1|28|19|193613|USA|USD|Classical|True|
111|track|song|470914927|1524493579|1524495056|Ludovico Einaudi & Greta Svabo Bech|Undiscovered|"Circles (based on Ludovico Einaudi ""Experience"")"|Undiscovered|"Circles (based on Ludovico Einaudi ""Experience"") [Remastered 2020]"|7420827.0|Ludovico Einaudi|https://music.apple.com/us/artist/greta-svabo-bech/470914927?uo=4|https://music.apple.com/us/album/circles-based-on-ludovico-einaudi-experience-remastered/1524493579?i=1524495056&uo=4|https://music.apple.com/us/album/circles-based-on-ludovico-einaudi-experience-remastered/1524493579?i=1524495056&uo=4|https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview122/v4/67/2a/02/672a02e5-adea-a4a5-4875-5e4bab8b4e44/mzaf_13121239374695609387.plus.aac.p.m4a|https://is5-ssl.mzstatic.com/image/thumb/Music124/v4/2b/6c/28/2b6c28c7-b568-f578-14c1-6db9cd9f10b4/20UMGIM51140.rgb.jpg/30x30bb.jpg|https://is5-ssl.mzstatic.com/image/thumb/Music124/v4/2b/6c/28/2b6c28c7-b568-f578-14c1-6db9cd9f10b4/20UMGIM51140.rgb.jpg/60x60bb.jpg|https://is5-ssl.mzstatic.com/image/thumb/Music124/v4/2b/6c/28/2b6c28c7-b568-f578-14c1-6db9cd9f10b4/20UMGIM51140.rgb.jpg/100x100bb.jpg|13.99|1.29|2013-01-01T12:00:00Z|notExplicit|notExplicit|1|1|20|18|237907|USA|USD|Pop|True|https://music.apple.com/us/artist/ludovico-einaudi/7420827?uo=4
112|track|song|7420827|1553768568|1553768585|Ludovico Einaudi, Redi Hasa & Federico Mecozzi|Nomadland (Original Motion Picture Soundtrack)|Seven Days Walking / Day 3: Low Mist|Nomadland (Original Motion Picture Soundtrack)|Seven Days Walking / Day 3: Low Mist|36270.0|Various Artists & Ólafur Arnalds|https://music.apple.com/us/artist/ludovico-einaudi/7420827?uo=4|https://music.apple.com/us/album/seven-days-walking-day-3-low-mist/1553768568?i=1553768585&uo=4|https://music.apple.com/us/album/seven-days-walking-day-3-low-mist/1553768568?i=1553768585&uo=4|https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/b2/47/12/b2471219-0ffc-76f5-3bf3-c98fdadaa873/mzaf_14316971856068623008.plus.aac.p.m4a|https://is3-ssl.mzstatic.com/image/thumb/Music125/v4/17/b9/87/17b9877a-2c75-ba79-610f-9481f8d1046b/21UMGIM09299.rgb.jpg/30x30bb.jpg|https://is3-ssl.mzstatic.com/image/thumb/Music125/v4/17/b9/87/17b9877a-2c75-ba79-610f-9481f8d1046b/21UMGIM09299.rgb.jpg/60x60bb.jpg|https://is3-ssl.mzstatic.com/image/thumb/Music125/v4/17/b9/87/17b9877a-2c75-ba79-610f-9481f8d1046b/21UMGIM09299.rgb.jpg/100x100bb.jpg|9.99|1.29|2019-05-17T12:00:00Z|notExplicit|notExplicit|1|1|11|9|353327|USA|USD|Soundtrack|True|
113|track|song|7420827|1474067185|1474067647|Ludovico Einaudi|Seven Days Walking: Day 7|Day 7: Ascent|Seven Days Walking: Day 7|Day 7: Ascent|||https://music.apple.com/us/artist/ludovico-einaudi/7420827?uo=4|https://music.apple.com/us/album/day-7-ascent/1474067185?i=1474067647&uo=4|https://music.apple.com/us/album/day-7-ascent/1474067185?i=1474067647&uo=4|https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/b2/5c/8d/b25c8d31-6480-701e-7da7-6d1244b87211/mzaf_16442230637315520282.plus.aac.p.m4a|https://is2-ssl.mzstatic.com/image/thumb/Music125/v4/cd/35/5a/cd355ac9-9700-d55f-d6d5-3f22fd2ea597/19UMGIM65047.rgb.jpg/30x30bb.jpg|https://is2-ssl.mzstatic.com/image/thumb/Music125/v4/cd/35/5a/cd355ac9-9700-d55f-d6d5-3f22fd2ea597/19UMGIM65047.rgb.jpg/60x60bb.jpg|https://is2-ssl.mzstatic.com/image/thumb/Music125/v4/cd/35/5a/cd355ac9-9700-d55f-d6d5-3f22fd2ea597/19UMGIM65047.rgb.jpg/100x100bb.jpg|9.99|1.29|2019-09-20T12:00:00Z|notExplicit|notExplicit|1|1|12|2|324620|USA|USD|Classical|True|
114|track|song|7420827|1589791548|1589791553|Ludovico Einaudi|Underwater (Video Edition)|Flora|Underwater (Video Edition)|Flora|||https://music.apple.com/us/artist/ludovico-einaudi/7420827?uo=4|https://music.apple.com/us/album/flora/1589791548?i=1589791553&uo=4|https://music.apple.com/us/album/flora/1589791548?i=1589791553&uo=4|https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview122/v4/7e/77/a6/7e77a639-1a31-3d22-75fb-5e8f9d1c059f/mzaf_12473412286611150340.plus.aac.p.m4a|https://is4-ssl.mzstatic.com/image/thumb/Music125/v4/57/8f/7a/578f7a73-7f9c-4a27-eeef-918cc78d7fb2/21UMGIM81023.rgb.jpg/30x30bb.jpg|https://is4-ssl.mzstatic.com/image/thumb/Music125/v4/57/8f/7a/578f7a73-7f9c-4a27-eeef-918cc78d7fb2/21UMGIM81023.rgb.jpg/60x60bb.jpg|https://is4-ssl.mzstatic.com/image/thumb/Music125/v4/57/8f/7a/578f7a73-7f9c-4a27-eeef-918cc78d7fb2/21UMGIM81023.rgb.jpg/100x100bb.jpg|11.99|1.29|2022-01-21T12:00:00Z|notExplicit|notExplicit|1|1|12|4|341038|USA|USD|Classical Crossover|True|
115|track|song|7420827|1559739125|1559739759|Ludovico Einaudi & Marco Decimo|Cinema|Fairytale|Cinema|Fairytale||Ludovico Einaudi|https://music.apple.com/us/artist/ludovico-einaudi/7420827?uo=4|https://music.apple.com/us/album/fairytale/1559739125?i=1559739759&uo=4|https://music.apple.com/us/album/fairytale/1559739125?i=1559739759&uo=4|https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview112/v4/63/57/db/6357dbef-dcc5-3c9f-4c74-ae8ea4013bee/mzaf_4682432889716061956.plus.aac.p.m4a|https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/64/dd/03/64dd030b-9425-2a06-5c01-d95fd1a56fc8/21UMGIM16975.rgb.jpg/30x30bb.jpg|https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/64/dd/03/64dd030b-9425-2a06-5c01-d95fd1a56fc8/21UMGIM16975.rgb.jpg/60x60bb.jpg|https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/64/dd/03/64dd030b-9425-2a06-5c01-d95fd1a56fc8/21UMGIM16975.rgb.jpg/100x100bb.jpg|16.99|1.29|2002-01-01T12:00:00Z|notExplicit|notExplicit|1|1|28|22|241773|USA|USD|Classical|True|
116|track|song|7420827|1559739125|1559739775|Ludovico Einaudi, Federico Mecozzi & Redi Hasa|Cinema|Seven Days Walking / Day 1: Low Mist|Cinema|Seven Days Walking / Day 1: Low Mist||Ludovico Einaudi|https://music.apple.com/us/artist/ludovico-einaudi/7420827?uo=4|https://music.apple.com/us/album/seven-days-walking-day-1-low-mist/1559739125?i=1559739775&uo=4|https://music.apple.com/us/album/seven-days-walking-day-1-low-mist/1559739125?i=1559739775&uo=4|https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview122/v4/d8/b7/7e/d8b77e29-9d72-dd84-20ab-5c068cf404cf/mzaf_11464724807347908705.plus.aac.p.m4a|https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/64/dd/03/64dd030b-9425-2a06-5c01-d95fd1a56fc8/21UMGIM16975.rgb.jpg/30x30bb.jpg|https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/64/dd/03/64dd030b-9425-2a06-5c01-d95fd1a56fc8/21UMGIM16975.rgb.jpg/60x60bb.jpg|https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/64/dd/03/64dd030b-9425-2a06-5c01-d95fd1a56fc8/21UMGIM16975.rgb.jpg/100x100bb.jpg|16.99|1.29|2019-03-15T12:00:00Z|notExplicit|notExplicit|1|1|28|28|327600|USA|USD|Classical|True|
